,Stock Name,Change,Date,QT,Sector,Market Cap,Ticker Twitter Sentiment,Company Name Twitter Sentiment,Week's Headline Sentiment,Month's Headline Sentiment,Quarter's Headline Sentiment,Zacks Ranks,Yahoo Ranks,The Street Ranks,Investor Place,Company,Industry,Country,P/E,Price,Volume,EPS Time,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Fwd P/E,P/B,P/C,P/FCF,P/S,PEG,Sales past 5Y,Curr R,Debt/Eq,Divident,Earnings,Gross M,LTDebt/Eq,Oper M,Profit M,Quick R,ROA,ROE,ROI,Avg Volume,Float,Float Short,Insider Own,Insider Trans,Inst Own,Inst Trans,Outstanding,Short Ratio,Perf Half,Perf Month,Perf Quart,Perf Week,Perf YTD,Perf Year,Recom,Rel Volume,Volatility M,Volatility W,52W High,52W Low,ATR,Beta,Gap,RSI,SMA20,SMA200,SMA50,from Open,pricediff,results
216,EVLO,-10.55%,February12,1,Healthcare,144270000.0,0.015183673151893475,,-0.2972019196434606,-0.2972019196434606,-0.1252889690700353,3-Hold ,BUY,,C,"Evelo Biosciences, Inc.",Biotechnology,USA,,5.04,71149.0,Tomorrow Before Market EPS,,1.6,,-78.4,,1.71,1.49,,,,,10.5,0.24,,Feb 13/b,,0.24,,,10.5,-58.1,-71.8,,84990.0,30060000.0,6.55,0.81,0.0,86.4,0.04,33630000.0,23.16,-29.44,1.66,-34.8,-14.2,5.67,-51.91,2.0,2.37,11.71,11.3,-50.47,39.6,0.58,,7.23,49.47,-5.83,-22.12,7.8,8.64,-10.55,0
217,ABR,-1.86%,February13,1,Financial,1630000000.0,0.04751392926846165,0.0005320830932760147,0.007118849881862844,0.016136234039322517,0.04130062410402186,4-Sell ,HOLD,,B,"Arbor Realty Trust, Inc.",Mortgage Investment,USA,10.76,15.06,217819.0,Tomorrow Before Market EPS,8.0,4.64,31.0,42.3,11.0,1.5,12.06,13.9,3.01,1.34,29.8,,4.28,8.05,Feb 14/b,66.6,4.28,31.3,22.6,,2.4,14.1,3.5,1060000.0,102980000.0,5.03,0.3,2.1,44.4,0.33,109490000.0,4.87,17.88,2.9,-0.67,-2.23,3.83,24.17,2.6,0.56,1.34,1.26,-4.5,28.17,0.21,0.62,0.2,57.99,1.15,12.28,2.92,0.87,-1.86,0
218,AEM,-12.82%,February13,1,Basic Materials,14540000000.0,0.35861049834472525,0.0003150341763102915,0.04337271725444225,0.026736961700797632,0.019818363925123768,3-Hold ,BUY,,A,Agnico Eagle Mines Limited,Gold,Canada,,59.42,411218.0,Today After Market EPS,61.76,86.14,18.8,-235.2,32.94,2.96,42.77,,6.38,,6.0,1.4,0.38,1.18,Feb 13/a,49.2,0.3,-1.8,-11.1,0.7,-3.1,-5.4,-4.2,1170000.0,238150000.0,1.62,0.2,0.0,78.1,4.44,245310000.0,3.31,1.04,2.0,2.52,-0.5,-3.77,41.13,2.0,0.95,2.53,2.42,-8.37,49.9,1.56,-0.32,0.69,46.59,-1.54,8.15,-1.39,-0.42,-12.82,0
219,AMN,8.26%,February13,1,Industrial Goods,3370000000.0,-0.33354121890650795,0.005504321889020504,0.0003433323090575868,0.0015439147591678193,-0.0006014603459334468,2-Buy ,BUY,,C,"AMN Healthcare Services, Inc.",General Building Materials,USA,28.01,72.7,129040.0,Today After Market EPS,7.11,7.44,33.4,21.5,21.67,4.74,82.91,19.96,1.56,3.94,16.1,1.5,0.87,,Feb 13/a,33.2,0.87,8.3,5.6,1.5,7.1,18.3,14.6,260950.0,46280000.0,5.06,0.6,-31.49,,0.72,47110000.0,8.97,28.42,13.64,19.58,2.18,14.96,10.63,1.8,1.37,1.84,1.72,0.41,61.63,1.31,0.7,-0.52,86.92,6.74,26.97,13.67,2.16,8.26,1
220,ANET,-6.78%,February13,1,Technology,17970000000.0,0.14659712401251973,0.1370842505478192,-0.03572476804324002,-0.011084484198060329,-0.07805762632907477,3-Hold ,HOLD,,C,"Arista Networks, Inc.",Diversified Computer Systems,USA,24.51,239.39,379259.0,Today After Market EPS,8.37,-5.3,41.8,-31.2,25.95,6.75,7.34,19.7,7.32,2.93,42.9,5.9,0.0,,Feb 13/a,63.7,0.0,33.6,31.3,5.4,22.8,31.6,14.6,718070.0,54830000.0,4.22,0.1,-57.45,61.6,-0.95,76650000.0,3.22,1.58,11.04,22.64,1.98,15.27,-1.67,2.7,1.45,2.25,1.81,-28.06,37.51,5.15,1.49,-0.84,70.05,4.12,1.89,12.52,2.5,-6.78,0
221,ARI,-2.46%,February13,1,Financial,2850000000.0,0.18954800568670704,0.00029364332913246467,0.0005127725326019572,0.007777724159192681,0.005550197331493629,4-Sell ,HOLD,,B,"Apollo Commercial Real Estate Finance, Inc.",Mortgage Investment,USA,14.15,18.69,338758.0,Today After Market EPS,0.07,-2.54,3.6,-2.4,10.48,1.08,17.73,,6.04,199.34,39.1,,1.37,9.96,Feb 13/a,70.0,1.18,56.8,39.3,,3.3,7.2,4.6,1000000.0,152990000.0,6.12,0.3,-13.12,68.1,-1.71,154450000.0,9.35,-1.76,1.76,2.5,-1.18,0.98,0.27,3.0,0.9,0.85,0.76,-5.39,5.03,0.16,0.64,0.16,60.21,1.56,0.44,1.47,1.05,-2.46,0
222,AUY,1.63%,February13,1,Basic Materials,3790000000.0,-0.11340208255465507,0.0007604615545590475,0.05989004031725927,0.0863873550054753,0.08085000268154545,3-Hold ,HOLD,,A,Yamana Gold Inc.,Gold,Canada,24.52,4.0,11223948.0,Today After Market EPS,17.22,52.0,3.8,-50.9,20.26,0.88,35.02,64.55,2.19,1.42,-0.5,0.9,0.27,1.04,Feb 13/a,48.1,0.24,22.5,8.7,0.6,1.9,3.7,-3.1,17150000.0,947900000.0,2.87,0.2,0.0,60.7,3.9,984220000.0,1.59,17.02,7.24,18.46,-1.79,-2.53,47.51,2.6,1.77,3.61,3.1,-4.76,125.0,0.14,0.94,1.56,55.42,2.38,26.84,5.41,2.43,1.63,1
223,AXL,-9.59%,February13,1,Consumer Goods,1180000000.0,0.3695168812784167,,-0.0009116703974238287,0.003191611243632257,0.04333434322577685,3-Hold ,BUY,,F,"American Axle & Manufacturing Holdings, Inc.",Auto Parts,USA,,10.18,567356.0,Tomorrow Before Market EPS,-6.08,42.48,-19.3,-117.1,4.87,0.83,3.15,,0.17,,17.8,1.8,2.63,,Feb 14/b,13.9,2.61,2.9,0.2,1.5,0.1,0.7,3.0,1370000.0,110850000.0,9.9,1.45,0.0,,-1.23,114330000.0,8.02,36.23,14.25,-4.7,1.57,-3.9,-27.89,1.9,1.11,4.47,4.72,-40.81,73.57,0.48,2.41,-1.93,56.8,6.15,2.81,2.19,0.39,-9.59,0
224,AYX,9.40%,February13,1,Technology,9440000000.0,0.14409171268614174,0.0011371980428001346,-0.0017927801390424766,0.004569569765485637,0.030919083696226923,1-Strong Buy ,BUY,,A,"Alteryx, Inc.",Application Software,USA,332.24,146.26,973918.0,Today After Market EPS,39.8,40.75,,235.9,178.25,24.22,10.79,451.48,25.42,8.35,,5.2,1.79,,Feb 13/a,90.9,1.61,6.4,9.5,5.2,4.4,10.5,6.8,1540000.0,50900000.0,15.12,0.5,-50.8,91.6,0.64,64400000.00000001,5.0,8.27,21.18,55.79,8.36,46.42,107.65,1.9,1.7,4.34,4.19,-1.16,126.39,5.69,,-0.62,71.36,7.2,31.23,23.52,0.32,9.4,1
225,AZN,-3.51%,February13,1,Healthcare,132530000000.0,0.16625737441687047,0.00042229981045238674,-0.02921988973482965,-0.012908499396985462,-0.04408532676850882,3-Hold ,STRONG BUY,,B,AstraZeneca PLC,Drug Manufacturers - Major,United Kingdom,61.59,49.7,1512256.0,Tomorrow Before Market EPS,17.5,14.1,-3.6,-9.6,23.84,10.69,27.73,,5.49,3.52,-3.1,0.9,1.49,2.82,Feb 14/b,80.5,1.45,14.2,8.5,0.7,3.4,16.9,10.9,2610000.0,2620000000.0,0.15,0.5,0.0,18.8,0.24,2670000000.0,1.54,10.52,-0.18,5.76,-0.3,-0.56,33.28,1.5,1.57,1.11,1.06,-3.64,35.87,0.63,0.52,-1.55,51.8,-0.15,11.53,0.43,1.77,-3.51,0
226,BFAM,-4.60%,February13,1,Services,10080000000.0,0.03860375373772383,0.007001207599647128,0.04115273816114495,-0.06607648997496654,0.016955570646757682,3-Hold ,BUY,,A,Bright Horizons Family Solutions Inc.,Personal Services,USA,56.51,172.78,78609.0,Today After Market EPS,13.0,14.4,68.7,19.8,41.38,11.14,207.91,45.2,4.99,4.35,9.3,0.5,1.16,,Feb 13/a,25.4,1.15,13.1,8.9,0.5,5.9,21.2,10.6,256240.0,57400000.0,1.11,1.1,-10.88,,-0.06,58640000.0,2.5,10.26,5.14,19.43,2.26,14.42,46.39,2.3,0.87,1.37,1.22,0.49,46.79,2.36,0.26,-0.33,77.99,4.68,14.44,9.42,0.99,-4.6,0
227,BIO,4.23%,February13,1,Healthcare,11350000000.0,0.015457957417571118,0.006580339721767814,0.0015865639070398176,0.001953550432153861,0.027966252014427,4-Sell ,STRONG BUY,,B,"Bio-Rad Laboratories, Inc.",Medical Laboratories & Research,USA,35.59,377.9,18441.0,Today After Market EPS,19.6,18.76,31.2,502.1,43.98,2.18,11.59,41.67,4.92,1.82,1.4,4.7,0.09,,Feb 13/a,54.8,0.09,-2.6,16.3,3.4,5.5,7.7,-6.6,206240.0,21500000.0,2.67,3.3,-1.17,78.8,0.73,30210000.0,2.79,15.12,-2.23,7.33,1.18,1.5,45.52,1.5,0.43,1.69,1.45,-3.61,47.17,6.97,1.12,-0.66,58.61,1.58,12.41,1.83,1.07,4.23,1
228,BKI,5.02%,February13,1,Financial,10220000000.0,0.04140383725254131,0.13983168398928164,0.0013240777546213525,0.036829963692560766,0.008677134452641027,3-Hold ,BUY,,B,"Black Knight, Inc.",Asset Management,USA,73.69,69.75,292822.0,Today After Market EPS,8.69,4.92,21.29,144.3,34.01,5.45,1043.27,37.81,8.79,8.48,,1.3,0.87,,Feb 13/a,,0.84,24.3,11.6,1.3,3.5,7.4,7.3,1270000.0,142730000.0,2.22,3.9,0.0,92.8,1.5,148390000.0,2.49,12.25,4.36,21.24,0.97,6.85,34.91,2.2,0.62,1.5,1.29,0.38,42.26,1.02,,-0.36,73.15,3.96,13.06,7.16,1.61,5.02,1
229,BL,7.02%,February13,1,Technology,3510000000.0,0.07843099369867039,0.03188056146245799,0.004998833319405094,0.014334651831177325,0.030969875011805925,3-Hold ,BUY,,B,"BlackLine, Inc.",Application Software,USA,,63.54,275594.0,Today After Market EPS,50.0,38.34,-8.8,18.6,122.91,8.87,5.88,166.3,12.95,,48.1,3.9,0.0,,Feb 13/a,78.7,0.96,-11.7,-11.4,3.9,-4.9,-9.0,-9.3,384210.0,47580000.0,12.88,0.8,-45.36,96.2,0.89,55330000.0,15.95,21.56,13.94,27.73,3.37,23.0,30.49,2.4,1.91,3.04,2.29,-2.68,50.53,1.72,0.7,-0.46,70.75,3.71,23.64,13.4,0.7,7.02,1
230,CARG,-23.24%,February13,1,Services,3970000000.0,0.006893388760675277,0.00031596739583099933,0.12069990087329645,0.0626831738232299,0.035639185153899154,4-Sell ,BUY,,D,"CarGurus, Inc.",Auto Dealerships,USA,82.99,34.86,382510.0,Today After Market EPS,48.5,36.23,,737.0,52.34,16.25,24.18,76.56,7.14,1.71,,2.8,0.0,,Feb 13/a,94.1,0.0,6.3,8.5,2.8,14.3,21.8,32.4,917140.0,75190000.0,15.26,3.3,-37.54,,1.53,115370000.0,12.51,6.2,-1.23,-8.89,0.09,-2.1,-13.58,2.1,1.25,3.38,2.95,-23.1,21.45,1.14,,-1.05,45.85,-2.36,-1.45,-4.14,2.1,-23.24,0
231,CC,18.24%,February13,1,Basic Materials,2660000000.0,-0.12406202235615638,0.04040083849603044,0.009587129967258079,-0.020167597385958896,0.006690714137712348,4-Sell ,BUY,,F,The Chemours Company,Specialty Chemicals,USA,6.53,15.7,958663.0,Today After Market EPS,,31.38,18.2,31.3,4.93,3.05,3.84,,0.47,,-0.7,1.7,4.97,6.41,Feb 13/a,23.3,4.79,9.8,7.2,1.0,5.5,46.8,19.6,2640000.0,162090000.0,8.96,0.3,-28.16,78.4,-0.34,170720000.0,5.51,23.73,-7.7,-19.8,5.12,-13.82,-59.53,2.5,1.0,5.1,5.2,-62.33,33.82,0.81,2.5,-0.77,51.81,2.21,-14.09,-4.7,1.29,18.24,1
232,CGNX,-0.09%,February13,1,Technology,9750000000.0,0.006887436898458483,,-0.012822075987060087,-0.00227482609989238,0.005789361748005224,4-Sell ,HOLD,,D,Cognex Corporation,Scientific & Technical Instruments,USA,53.43,53.9,290472.0,Today After Market EPS,15.0,26.51,28.0,-19.8,52.51,7.56,23.56,48.87,13.01,3.56,21.3,7.7,0.0,0.4,Feb 13/a,73.6,0.0,22.7,22.6,6.9,12.6,14.2,19.1,886680.0,162830000.0,4.07,4.72,-8.75,93.8,0.23,177670000.0,7.47,21.83,-2.95,3.65,-0.54,-2.09,11.21,2.9,0.88,2.75,2.81,-8.81,34.89,1.62,1.98,-1.53,47.9,-2.0,10.75,-1.26,-0.19,-0.09,0
233,CRY,-7.59%,February13,1,Healthcare,1130000000.0,-0.29641381808687584,0.00024150441043145426,0.010794885836730828,0.01973348095894575,0.0284299725479806,3-Hold ,STRONG BUY,,D,"CryoLife, Inc.",Medical Appliances & Equipment,USA,855.71,30.27,109644.0,Today After Market EPS,2.0,34.75,-16.5,-184.5,78.82,4.02,30.78,60.74,4.12,427.86,13.3,4.3,0.8,,Feb 13/a,66.2,0.79,5.9,0.6,3.2,0.3,0.6,2.5,173070.0,36060000.0,3.59,1.0,-4.52,77.4,-0.55,37720000.0,7.49,14.75,4.68,28.27,-1.64,10.56,-1.71,1.3,1.7,2.34,2.53,-8.18,45.95,0.7,0.74,-0.13,62.33,0.68,9.75,8.54,1.3,-7.59,0
234,CTT,-0.50%,February13,1,Industrial Goods,544720000.0,0.3223427836118,0.0014052574306333554,0.0005809419817524031,0.0018191218493614407,0.012873773170148137,3-Hold ,BUY,,B,"CatchMark Timber Trust, Inc.","Lumber, Wood Production",USA,,10.98,48730.0,Today After Market EPS,,89.7,-19.8,-648.9,,2.63,31.85,,5.42,,25.0,,2.21,4.91,Feb 13/a,51.0,2.21,,,,-16.0,-46.0,-13.3,181910.0,47050000.0,1.15,0.3,0.0,81.7,-0.84,49520000.0,2.97,10.11,1.66,-3.68,6.38,-4.1,18.28,2.0,0.75,1.96,1.96,-12.36,21.44,0.22,1.3,0.0,57.45,2.98,3.7,-0.97,-0.09,-0.5,0
235,CXP,-0.93%,February13,1,Financial,2590000000.0,0.11438402338366616,,0.011643179148450145,0.006770745143512613,0.008950967758545104,3-Hold ,HOLD,,D,"Columbia Property Trust, Inc.",REIT - Office,USA,72.82,22.41,50374.0,Today After Market EPS,,-62.5,-16.6,-94.6,740.33,0.96,17.59,,8.78,,-10.8,,0.42,3.78,Feb 13/a,69.2,0.42,10.4,12.1,,0.9,1.3,1.3,644480.0,115850000.0,1.59,0.7,0.0,81.9,2.0,116820000.0,2.86,4.42,5.26,7.04,4.17,6.22,-2.33,2.6,0.21,1.49,1.68,-3.45,14.13,0.35,0.88,-0.14,70.75,3.02,5.62,6.35,1.04,-0.93,0
236,DLR,3.72%,February13,1,Financial,26660000000.0,0.07244629750805741,0.0009189959919240207,0.0029881834367188275,0.004618963234016909,0.012675789897504477,3-Hold ,BUY,,B,"Digital Realty Trust, Inc.",REIT - Office,USA,127.05,127.25,553748.0,Today After Market EPS,16.66,16.25,-10.6,22.2,80.72,3.18,3702.8,113.21,8.33,7.63,15.5,,1.33,3.4,Feb 13/a,63.1,1.33,16.8,6.5,,0.9,2.5,2.8,1570000.0,208370000.0,11.96,0.04,-22.24,,1.02,209840000.0,15.82,5.71,4.16,8.91,2.58,6.1,13.83,2.0,0.96,1.66,1.68,-6.57,15.52,2.16,0.49,-0.44,61.97,1.51,4.64,5.28,0.7,3.72,1
237,DXCM,15.30%,February13,1,Healthcare,22460000000.0,0.12026758597494334,0.005223518868141193,0.049753562600380975,0.051008430738059315,0.03589562738755376,2-Buy ,BUY,,B,"DexCom, Inc.",Medical Laboratories & Research,USA,,248.75,225659.0,Today After Market EPS,78.3,31.94,-28.1,-324.8,130.3,29.39,15.71,441.25,16.62,,45.2,5.6,1.39,,Feb 13/a,63.3,1.39,-9.2,-12.7,5.3,-8.4,-24.6,-11.1,830760.0,91130000.0,5.22,0.8,-24.41,,-0.02,91300000.0,5.72,56.39,4.31,19.6,3.13,12.46,61.07,1.6,0.79,2.93,2.62,-0.73,131.62,7.24,0.8,-0.8,69.61,4.47,44.28,9.07,1.98,15.3,1
238,ENB,-0.26%,February13,1,Basic Materials,87110000000.0,-0.05762761783574076,-0.09284507276515797,0.02519542720983736,0.014328126847029252,0.0022456410903214413,2-Buy ,BUY,,B,Enbridge Inc.,Oil & Gas Pipelines,Canada,19.96,42.17,1431656.0,Tomorrow Before Market EPS,4.65,-1.5,21.9,360.6,21.8,1.88,141.99,,2.35,4.29,7.1,0.6,1.08,5.67,Feb 14/b,36.5,0.99,16.2,11.5,0.5,3.4,9.2,3.6,3210000.0,2020000000.0,0.75,9.2,0.0,70.5,0.16,2020000000.0,4.72,25.28,6.93,14.04,2.97,8.27,20.72,2.3,1.2,1.05,1.15,-2.25,30.87,0.49,0.68,-1.7,64.55,2.05,14.91,5.34,-0.35,-0.26,0
239,ESNT,-4.40%,February13,1,Financial,5080000000.0,0.005196717382204954,0.00019760214646729373,-0.0793950301114819,0.004109461250454143,0.11976977283830498,2-Buy ,BUY,,B,Essent Group Ltd.,Mortgage Investment,Bermuda,9.41,52.0,174833.0,Tomorrow Before Market EPS,11.85,8.54,43.5,54.1,8.48,1.76,102.42,9.06,6.11,0.79,40.5,,0.08,1.16,Feb 14/b,,0.08,77.8,64.6,,15.6,20.6,18.4,516159.99999999994,95660000.0,0.96,0.6,-11.73,95.7,0.64,98600000.0,1.78,11.06,2.08,-3.39,-0.66,-0.9,21.39,1.8,1.04,1.8,2.07,-7.0,23.41,0.98,1.22,-0.41,52.45,1.15,4.55,-0.25,1.21,-4.4,0
240,EXPE,11.23%,February13,1,Services,16320000000.0,0.11198140882230033,-0.04849609174665862,-0.0001249142650825282,-0.01964376710318241,-0.026750964465072684,3-Hold ,BUY,,D,"Expedia Group, Inc.",Lodging,USA,33.24,111.78,734660.0,Today After Market EPS,7.27,13.87,9.7,14.1,16.08,3.9,3.66,16.65,1.37,4.57,18.7,0.8,1.18,1.23,Feb 13/a,82.5,1.0,7.1,4.3,0.8,2.5,12.1,8.0,2730000.0,137830000.0,5.1,0.4,-10.53,98.6,-1.64,147070000.0,2.58,-14.08,0.34,12.01,-0.12,2.62,-12.33,2.5,0.73,1.91,1.46,-22.68,19.05,2.18,1.01,-0.87,52.87,0.95,-8.86,1.63,1.22,11.23,1
241,FNF,-2.01%,February13,1,Financial,13130000000.0,0.06025254988552271,-0.12812545959877752,0.062127283943684435,0.05098246644746933,0.03156031804230426,3-Hold ,BUY,,A,"Fidelity National Financial, Inc.",Surety & Title Insurance,USA,16.17,45.07,1808387.0,Today After Market EPS,8.1,-0.3,7.0,49.0,13.32,2.38,8.58,24.31,1.68,2.0,0.4,,0.16,2.95,Feb 13/a,,0.16,13.3,9.8,,7.7,15.7,12.3,1490000.0,261170000.00000003,1.27,2.4,-11.04,84.2,-1.42,293390000.0,2.22,2.29,-3.39,-4.56,-8.73,-1.32,24.34,2.0,3.39,1.48,2.33,-8.5,32.85,0.85,0.82,-0.94,34.22,-5.4,2.66,-3.55,1.71,-2.01,0
242,FORR,-3.63%,February13,1,Services,842840000.0,0.1768076900791909,0.0029901551687154487,0.0001364213712804485,0.0007800568540308933,0.04722470197096603,3-Hold ,BUY,,D,"Forrester Research, Inc.",Research Services,USA,,45.06,16430.0,Today After Market EPS,12.0,18.06,7.1,-6.5,23.98,5.57,,25.85,1.93,,3.7,0.6,0.89,1.8,Feb 13/a,57.4,0.84,0.2,-2.1,0.6,-1.6,-6.1,9.7,64080.0,10700000.0,3.15,0.3,-0.14,55.0,-0.03,19000000.0,5.26,24.47,2.35,23.09,1.91,6.38,-4.79,2.0,0.7,2.15,1.85,-13.24,45.97,0.94,0.84,-0.52,65.95,4.96,9.46,6.31,1.74,-3.63,0
243,GDDY,9.48%,February13,1,Technology,12160000000.0,0.006110620720262107,0.2124679253564474,0.005479520925811292,0.0418322800632128,0.04183250887912696,1-Strong Buy ,BUY,,C,GoDaddy Inc.,Internet Software & Services,USA,108.91,70.72,314227.0,Today After Market EPS,37.0,44.88,18.3,-34.2,66.76,18.56,12.28,20.96,4.19,2.94,18.7,0.8,3.6,,Feb 13/a,66.0,3.57,5.4,4.1,0.8,1.9,14.4,5.0,1270000.0,170270000.0,3.88,0.3,-6.36,,-1.12,171550000.0,5.18,10.69,-2.42,2.77,3.44,4.39,0.14,1.9,0.67,2.23,1.93,-14.17,17.87,1.58,0.66,-0.94,55.33,0.42,2.39,2.19,0.58,9.48,1
244,GMDA,0.00%,February13,1,Healthcare,156540000.0,0.06025956251791545,,0.01209676685903105,0.01209676685903105,0.006358895805937613,3-Hold ,BUY,,D,Gamida Cell Ltd.,Biotechnology,Israel,,4.7,4985.0,Tomorrow Before Market EPS,,-35.0,,-171.4,,2.45,2.3,,,,,7.6,0.0,,Feb 14/b,,0.0,,,7.6,-65.2,-157.6,,30670.0,15990000.0,0.01,52.5,0.0,28.8,,33750000.0,0.04,38.87,4.46,-6.49,-0.25,7.87,-67.06,1.8,0.43,3.82,2.03,-67.05,60.27,0.19,,3.49,54.47,2.59,-6.44,1.11,-2.17,0.0,0
245,HE,0.41%,February13,1,Utilities,5300000000.0,-0.0533496316721929,0.00026807311561632166,0.1507144865287652,0.10050941599628356,0.03202324616658563,2-Buy ,SELL,,A,"Hawaiian Electric Industries, Inc.",Electric Utilities,USA,27.7,49.06,184788.0,Today After Market EPS,3.3,3.95,1.6,7.4,24.26,2.36,29.93,,1.82,8.39,-2.4,,0.97,2.64,Feb 13/a,11.4,0.9,11.4,6.9,,1.5,9.1,6.5,370360.0,107910000.0,3.71,0.98,-0.79,57.0,0.09,109110000.0,10.8,9.57,5.27,12.96,0.37,3.61,28.85,3.8,1.35,1.16,0.93,-1.19,31.51,0.53,0.28,0.37,67.16,1.64,10.03,5.04,0.64,0.41,0
246,HTA,2.54%,February13,1,Financial,6740000000.0,0.11745761362206915,0.0009828528301503478,0.00032652265235810773,0.004358100936951814,0.005569046333138514,4-Sell ,BUY,,B,"Healthcare Trust of America, Inc.",REIT - Healthcare Facilities,USA,186.61,32.87,378438.0,Today After Market EPS,,57.73,36.9,194.6,93.57,2.12,530.87,102.78,9.8,,16.7,,0.85,3.88,Feb 13/a,69.0,0.85,19.2,5.3,,0.6,1.1,2.6,1460000.0,206220000.0,6.48,0.3,-23.84,,14.54,207640000.0,9.18,17.22,6.22,11.66,1.88,7.23,16.01,2.0,0.7,1.47,1.33,0.46,24.5,0.48,0.39,-0.15,70.74,2.89,12.94,6.85,1.42,2.54,1
247,IMGN,26.68%,February13,1,Healthcare,961960000.0,0.0044056436583040145,0.0003130324414866793,0.0017287370286188286,0.003118446627922822,0.025171063629604758,4-Sell ,BUY,,C,"ImmunoGen, Inc.",Biotechnology,USA,,5.25,946501.0,Tomorrow Before Market EPS,,23.1,-7.6,-23.2,,,4.7,,18.94,,-2.3,2.6,,,Feb 14/b,,,,,,-51.9,352.6,,2970000.0,172180000.0,5.24,0.1,0.0,60.3,-0.81,183580000.0,3.04,81.94,18.02,61.23,4.28,2.64,-2.24,2.4,0.88,8.51,7.63,-14.37,198.01,0.36,2.62,0.19,60.89,9.52,68.59,13.0,-0.1,26.68,1
248,LBTYA,-5.07%,February13,1,Services,13510000000.0,0.013701548043302734,0.0005180901705119012,0.0011113587834188363,-0.014069590929864262,-0.04998177331391936,2-Buy ,HOLD,,D,Liberty Global Plc,CATV Systems,United Kingdom,,21.09,431925.0,Today After Market EPS,,67.7,17.5,82.0,,1.11,1.83,3.71,1.18,,-1.9,1.3,1.99,,Feb 13/a,58.1,1.75,5.2,,1.3,24.8,191.9,1.0,1690000.0,592710000.0,1.72,0.7,-0.5,95.8,0.05,629940000.0,6.02,-19.94,3.25,-13.44,1.76,-5.72,-13.62,2.7,0.68,2.8,3.08,-26.28,7.16,0.6,1.31,-0.33,50.85,1.45,-14.65,-2.06,-1.26,-5.07,0
249,LPSN,-24.28%,February13,1,Technology,2940000000.0,0.006873955374300879,0.005895199393697632,0.001409764456184348,-0.0960803145662794,-0.02535788536485651,3-Hold ,BUY,,B,"LivePerson, Inc.",Business Software & Services,USA,,44.17,234370.0,Today After Market EPS,30.0,51.9,-45.9,-15.2,,17.1,14.34,,10.57,,7.0,2.2,1.08,,Feb 13/a,73.5,1.08,-25.1,-27.0,2.2,-17.0,-42.8,-14.4,572640.0,61380000.0,14.39,0.1,-58.21,94.5,0.65,66430000.00000001,15.42,17.69,9.94,27.55,2.02,19.69,74.42,1.9,1.13,2.93,2.73,-2.31,76.45,1.33,0.86,-0.76,62.89,3.88,24.01,10.58,0.49,-24.28,0
250,MGP,0.51%,February13,1,Financial,14140000000.0,0.14212440362098278,0.002011948754443438,0.021238246325992804,0.009296414279820706,0.02831728631613457,3-Hold ,BUY,,C,MGM Growth Properties LLC,REIT - Hotel/Motel,USA,43.0,33.19,231742.0,Tomorrow Before Market EPS,7.78,17.85,16.9,39.6,29.34,1.51,92.1,,15.05,5.53,,,2.34,5.58,Feb 14/b,,2.34,54.6,8.8,,0.7,4.3,7.5,1700000.0,413430000.0,3.39,0.1,0.0,92.1,2.33,419400000.0,8.24,14.27,9.27,6.01,1.97,8.85,8.46,2.3,0.37,1.7,1.44,-2.15,17.74,0.52,0.5,-0.15,62.96,2.16,7.65,6.41,-1.4,0.51,0
251,AAP,6.18%,February17,1,Services,9330000000.0,0.04285187826358846,0.0010782512537324304,-0.06549391417542615,-0.03984115952633666,0.001001982469279028,4-Sell ,BUY,,F,"Advance Auto Parts, Inc.",Auto Parts Stores,USA,18.98,133.59,1120486.0,Tomorrow Before Market EPS,15.3,12.26,1.2,26.3,15.01,2.72,16.26,16.56,0.96,1.24,8.1,1.3,0.22,0.18,Feb 18/b,43.9,0.22,6.5,4.6,0.3,4.2,12.5,10.2,981120.0,68970000.0,3.25,0.2,0.0,,-7.88,69820000.0,2.28,-2.84,-11.06,-15.76,0.5,-16.59,-20.83,2.4,1.14,2.35,1.95,-26.82,2.81,3.54,0.91,-0.03,38.29,-3.7,-13.09,-10.14,-0.77,6.18,1
252,AEIS,-4.51%,February17,1,Technology,2990000000.0,0.4504311397197723,0.0004147863260836208,0.006570332569754101,0.0038090507328593657,0.014665141342599478,1-Strong Buy ,BUY,,C,"Advanced Energy Industries, Inc.",Diversified Electronics,USA,44.4,76.86,265005.0,Tomorrow Before Market EPS,10.0,56.09,21.5,-25.4,21.73,4.46,8.76,60.6,4.94,4.44,19.1,2.5,0.52,,Feb 18/b,46.1,0.49,8.6,12.2,1.8,7.2,11.7,25.1,260529.99999999997,37540000.0,3.82,0.5,-3.29,,0.95,38870000.0,5.51,62.02,5.17,19.96,8.22,7.95,51.54,2.2,1.02,2.87,3.13,-1.73,67.05,2.25,1.61,0.09,60.97,4.24,29.81,8.09,-1.47,-4.51,0
