results,Stock Name,Change,Date,QT,Sector,Market Cap,Ticker Twitter Sentiment,Company Name Twitter Sentiment,Week's Headline Sentiment,Month's Headline Sentiment,Quarter's Headline Sentiment,Zacks Ranks,Yahoo Ranks,The Street Ranks,Investor Place,Company,Industry,Country,P/E,Price,Volume,EPS Time,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Fwd P/E,P/B,P/C,P/FCF,P/S,PEG,Sales past 5Y,Curr R,Debt/Eq,Divident,Earnings,Gross M,LTDebt/Eq,Oper M,Profit M,Quick R,ROA,ROE,ROI,Avg Volume,Float,Float Short,Insider Own,Insider Trans,Inst Own,Inst Trans,Outstanding,Short Ratio,Perf Half,Perf Month,Perf Quart,Perf Week,Perf YTD,Perf Year,Recom,Rel Volume,Volatility M,Volatility W,52W High,52W Low,ATR,Beta,Gap,RSI,SMA20,SMA200,SMA50,from Open,pricediff
0,ASRT,-25.23%,9-Mar,1,Healthcare,87.91M,-0.009123161,0.00062094,0.004763383,0.019622573,0.00492214,3-Hold ,BUY,,D,"Assertio Therapeutics, Inc.",Drugs - Generic,USA,,1.08,"645,881",Today After Market EPS,25.00%,-15.66%,-5.20%,146.80%,1.63,0.33,,0.92,0.41,,18.40%,0.6,1.47,,Mar 09/a,96.40%,1.15,4.60%,-22.90%,0.6,-5.80%,-22.30%,13.30%,2.82M,77.11M,4.48%,0.80%,8.61%,83.10%,-10.57%,77.11M,1.22,-13.64%,8.57%,56.19%,5.56%,-8.80%,-72.06%,2,0.44,9.37%,10.53%,-81.25%,58.15%,0.11,1.82,1.75%,44.99,-12.44%,-36.52%,-8.84%,-6.90%,-25.23
3,AVD,1.05%,9-Mar,1,Basic Materials,490.80M,-0.035093267,,0.003389632,0.002452216,0.006138541,4-Sell ,BUY,,C,American Vanguard Corporation,Agricultural Chemicals,USA,27.37,15.21,"41,549",Today After Market EPS,3.00%,51.54%,-6.70%,48.40%,23.59,1.4,83.19,,1.05,9.12,3.60%,2.5,0.49,0.49%,Mar 09/a,39.20%,0.49,6.70%,3.70%,1.2,2.70%,5.30%,7.30%,129.22K,26.70M,4.89%,11.56%,0.00%,82.40%,5.12%,30.24M,10.11,6.92%,-16.90%,1.00%,6.43%,-16.64%,-11.07%,2,0.65,3.65%,4.02%,-28.48%,19.47%,0.66,1.56,-5.30%,32.84,-10.55%,-3.10%,-15.94%,-1.40%,1.05
5,AVID,17.89%,9-Mar,1,Technology,306.09M,0.188372273,0.03889691,0.001469673,0.000798877,-0.004373426,3-Hold ,BUY,,B,"Avid Technology, Inc.",Multimedia & Graphics Software,USA,,6.44,"148,455",Today After Market EPS,15.00%,42.59%,-19.90%,92.60%,9.26,,5.85,23.19,0.75,,-6.00%,0.9,,,Mar 09/a,59.40%,,6.00%,-0.50%,0.7,-0.70%,1.10%,22.40%,220.40K,40.65M,6.71%,4.10%,0.00%,73.90%,0.55%,42.93M,12.38,-6.55%,-17.19%,-7.64%,-3.52%,-16.90%,61.68%,2.5,1.31,5.22%,5.12%,-40.50%,46.91%,0.42,1.79,-8.84%,23.01,-22.44%,-18.36%,-24.14%,-1.23%,17.89
1,BFRA,-3.32%,9-Mar,1,Healthcare,224.25M,0.125453644,-0.004771453,0.03460382,0.009969995,0.045673423,,BUY,,,Biofrontera AG,Biotechnology,Germany,,9,556,Tomorrow Before Market EPS,,-446.20%,,72.30%,,14.75,,,,,,,,,Mar 10/b,,,,,,,,,0.53K,11.07M,0.00%,,,0.09%,,22.42M,0.97,-22.18%,-3.94%,-40.33%,-9.17%,-3.29%,-27.21%,2.5,2.04,1.72%,1.85%,-50.87%,0.00%,0.52,,-1.20%,32.33,-17.61%,-32.85%,-24.43%,-8.91%,-3.32
4,BXG,3.50%,9-Mar,1,Services,520.38M,0.170423922,0.000181206,0.001066007,0.006337115,0.024774364,3-Hold ,BUY,,D,Bluegreen Vacations Corporation,Resorts & Casinos,USA,12.06,6.4,"27,202",Today After Market EPS,-14.14%,57.29%,5.70%,5.40%,8.97,1.25,2.84,94.61,0.7,,12.80%,,1.51,7.46%,Mar 09/a,75.70%,1.51,9.20%,5.90%,,3.30%,10.50%,9.10%,40.56K,7.09M,18.86%,90.48%,0.01%,8.90%,-2.09%,74.66M,32.95,-26.32%,-27.92%,-28.66%,-10.18%,-32.59%,-56.14%,2.3,1.3,4.59%,5.79%,-61.24%,-6.50%,0.4,,-3.44%,12.06,-25.15%,-34.46%,-31.13%,-4.90%,3.5
3,CASY,0.06%,9-Mar,1,Services,6.39B,-0.283954955,0.001151551,-0.000105685,-0.005603574,0.020919145,3-Hold ,BUY,,B,"Casey's General Stores, Inc.",Grocery Stores,USA,27.33,167.79,"246,123",Today After Market EPS,10.55%,8.96%,11.10%,45.10%,25.41,4.09,145.26,114.95,0.68,2.59,3.60%,0.4,0.84,0.74%,Mar 09/a,21.90%,0.46,3.80%,2.50%,0.1,6.30%,16.10%,9.30%,373.01K,36.62M,3.96%,0.46%,-0.33%,87.20%,0.71%,36.92M,3.89,1.73%,6.09%,-0.44%,6.20%,8.89%,31.76%,2.5,1.3,3.06%,3.84%,-7.98%,36.30%,5.48,0.5,-2.74%,48.73,-1.71%,2.99%,0.65%,-0.55%,0.06
3,CATB,1.06%,9-Mar,1,Healthcare,86.02M,0.073283823,0.000480594,0.004657613,0.005151486,0.003711219,3-Hold ,STRONG BUY,,C,"Catabasis Pharmaceuticals, Inc.",Biotechnology,USA,,4.65,"119,221",Tomorrow Before Market EPS,,-1.20%,17.10%,59.40%,,1.49,2.11,,,,,7.7,0,,Mar 10/b,,0,,,7.7,-55.40%,-61.90%,,175.45K,16.93M,2.01%,0.60%,0.00%,37.30%,19.30%,17.52M,1.94,-19.38%,-10.07%,-18.71%,0.61%,-16.92%,-2.19%,1,1.31,5.80%,7.14%,-52.36%,5.20%,0.33,1.62,-2.85%,36.14,-10.43%,-22.38%,-18.50%,-2.52%,1.06
4,CHKR,5.26%,9-Mar,1,Basic Materials,22.50M,-0.19790663,-0.066292089,0.00076627,0.000645904,0.000623963,,,,,Chesapeake Granite Wash Trust,Independent Oil & Gas,USA,2.51,0.36,"69,054",Tomorrow Before Market EPS,0.00%,,-36.00%,-15.10%,,0.94,12.5,,2.03,,-34.70%,,0,33.33%,Mar 10/b,93.10%,0,75.90%,75.60%,,35.60%,35.70%,46.30%,127.69K,46.75M,0.08%,,,0.50%,-18.03%,50.00M,0.3,-28.57%,-29.68%,-9.15%,-25.00%,-15.47%,-70.00%,,1.04,11.91%,20.71%,-79.07%,-10.00%,0.06,1.23,-17.78%,25.39,-40.72%,-51.32%,-40.07%,-2.70%,5.26
3,CLAR,1.64%,9-Mar,1,Consumer Goods,346.08M,-0.161653593,,-0.294165793,-0.176164255,-0.071815982,,STRONG BUY,,C,Clarus Corporation,Sporting Goods,USA,35.99,11.17,"116,112",Today After Market EPS,10.00%,19.56%,21.90%,207.20%,14.67,2.1,182.15,164.8,1.53,3.6,4.80%,4.3,0.15,0.84%,Mar 09/a,35.00%,0.15,4.90%,4.50%,1.7,4.70%,6.00%,4.80%,93.66K,22.99M,3.18%,2.85%,0.00%,90.60%,1.84%,29.23M,7.81,3.14%,-10.91%,-2.91%,2.42%,-12.68%,1.72%,1.3,2.43,3.94%,7.11%,-26.42%,29.79%,0.55,1.23,-5.15%,32.55,-12.91%,-12.52%,-15.27%,-1.07%,1.64
1,CVIA,-5.29%,9-Mar,1,Basic Materials,179.20M,0.039713304,,0.01041933,0.01041933,-0.093994354,4-Sell ,HOLD,,D,Covia Holdings Corporation,Industrial Metals & Minerals,USA,,1.12,"246,831",Tomorrow Before Market EPS,26.00%,-2.80%,,-394.50%,,0.12,0.53,,0.1,,,2.6,1.14,,Mar 10/b,18.80%,1.13,2.70%,-4.70%,2.1,-2.00%,-5.70%,-5.40%,267.15K,40.51M,7.42%,0.30%,0.00%,16.10%,-9.04%,143.36M,11.25,-30.56%,-33.51%,-11.35%,-18.83%,-38.73%,-70.59%,3,1.79,10.16%,10.65%,-84.81%,-8.61%,0.15,,-17.60%,26.85,-30.70%,-38.83%,-37.06%,8.25%,-5.29
2,DCPH,-1.44%,9-Mar,1,Healthcare,2.98B,0.059193615,0.001809241,0.009655679,0.003173229,-0.04838487,3-Hold ,BUY,,A,"Deciphera Pharmaceuticals, Inc.",Biotechnology,USA,,49.72,"448,640",Today After Market EPS,21.00%,-16.50%,,-72.10%,,3.79,4.7,,119.29,,,15.2,0,,Mar 09/a,,0,,,15.2,-42.10%,-46.70%,,590.12K,37.33M,7.98%,0.30%,-79.93%,68.30%,1.41%,56.88M,5.05,40.49%,-21.93%,1.12%,-1.52%,-15.76%,102.43%,1.8,1.48,4.89%,5.95%,-29.98%,150.45%,3.05,,-5.65%,34.68,-13.71%,19.76%,-19.07%,0.65%,-1.44
3,DKS,1.68%,9-Mar,1,Services,3.00B,-0.022076837,0.066127777,0.021652122,0.068894514,0.022299086,2-Buy ,HOLD,,C,"DICK'S Sporting Goods, Inc.",Sporting Goods Stores,USA,9.7,33.8,"1,702,971",Tomorrow Before Market EPS,8.25%,6.50%,3.80%,7.50%,9.13,1.74,34.27,16.69,0.35,1.18,6.30%,1.4,0,3.14%,Mar 10/b,29.10%,0.42,5.20%,3.80%,0.1,5.20%,18.30%,16.90%,1.61M,60.86M,20.62%,0.10%,-18.20%,,-2.51%,85.83M,7.81,-2.67%,-23.04%,-23.54%,-3.93%,-29.32%,-7.48%,2.7,2.05,3.92%,5.58%,-32.19%,7.99%,1.66,0.83,-6.63%,21.43,-16.65%,-15.11%,-24.27%,3.40%,1.68
0,DSKE,-15.87%,9-Mar,1,Services,182.10M,0.047188663,0.000445285,0.060775247,0.031980664,0.020695713,2-Buy ,BUY,,C,"Daseke, Inc.",Trucking,USA,,2.57,"121,448",Tomorrow Before Market EPS,25.00%,94.10%,,39.30%,,2,,1.48,0.1,,,1.4,7.59,,Mar 10/b,57.10%,6.92,-17.90%,-17.60%,1.4,-22.50%,-103.50%,2.40%,197.82K,42.20M,4.37%,0.10%,0.00%,28.60%,0.96%,63.67M,9.32,43.00%,-15.88%,2.88%,-13.33%,-9.49%,-35.15%,2,1.19,10.73%,13.35%,-54.60%,75.24%,0.34,0.89,-5.24%,30.56,-29.32%,-18.77%,-24.30%,-5.35%,-15.87
2,DTIL,-1.81%,9-Mar,1,Healthcare,420.49M,0.047188663,,0.005045077,0.006332705,0.017760376,3-Hold ,STRONG BUY,,,"Precision BioSciences, Inc.",Biotechnology,USA,,7.6,"242,083",Tomorrow Before Market EPS,,-1.30%,,-118.20%,,2.6,2.04,,20.31,,,9.3,0,,Mar 10/b,,0,,,9.3,-41.70%,-91.90%,,1.03M,36.67M,4.71%,11.40%,0.04%,56.10%,28.57%,52.43M,1.68,-3.37%,-3.95%,-51.80%,0.12%,-42.26%,,1.5,0.46,7.09%,7.73%,-67.77%,22.28%,0.59,,-3.74%,29.23,-6.04%,-29.43%,-25.16%,-1.17%,-1.81
5,EGY,10.07%,9-Mar,1,Basic Materials,112.61M,0.115351405,0.010605325,0.0030695,0.001605938,0.126211258,,STRONG BUY,,C,"VAALCO Energy, Inc.",Independent Oil & Gas,USA,17.13,1.4,"276,004",Today After Market EPS,2.00%,112.00%,16.90%,52.10%,3.26,0.93,1.97,2.94,1.25,8.56,-9.10%,1.3,0,,Mar 09/a,58.90%,0,21.10%,15.20%,1.3,7.00%,12.10%,86.10%,198.46K,54.17M,0.54%,1.20%,0.00%,48.20%,4.46%,65.09M,1.47,-4.95%,-23.11%,-12.18%,-13.50%,-22.07%,-24.78%,1,2.69,4.50%,5.71%,-49.09%,0.00%,0.1,1.38,-19.08%,17.92,-31.67%,-26.69%,-36.62%,0.00%,10.07
0,EMAN,-29.27%,9-Mar,1,Technology,21.10M,0.178953254,-0.056015212,0.020327217,0.020327217,0.015687858,3-Hold ,BUY,,C,eMagin Corporation,Semiconductor Equipment & Materials,USA,,0.43,"1,788,993",Tomorrow Before Market EPS,20.00%,70.00%,18.40%,7.10%,,1.24,8.11,,0.85,,-1.30%,2.1,0.11,,Mar 10/b,14.40%,0,-39.00%,-26.40%,1,-23.30%,-37.40%,-64.80%,350.78K,46.85M,0.66%,8.29%,0.00%,34.40%,17.17%,47.42M,0.88,4.39%,-9.63%,41.37%,8.51%,29.41%,-48.27%,2.5,10.04,8.73%,10.26%,-56.31%,66.96%,0.04,0.22,1.15%,45.99,-4.68%,0.59%,-7.39%,-7.76%,-29.27
0,ENZ,-33.07%,9-Mar,1,Healthcare,107.51M,-0.279867909,0.000271946,0.007853615,0.015983147,0.010879391,,,,B,"Enzo Biochem, Inc.",Medical Laboratories & Research,USA,212.5,4.01,"6,107,847",Today After Market EPS,,,17.30%,121.60%,,2.06,1.89,,1.34,,-3.30%,3.4,0.06,,Mar 09/a,27.40%,0.06,2.20%,3.10%,3,2.30%,3.10%,1.90%,423.81K,,,0.10%,46.25%,68.60%,-1.81%,31.62M,2.6,2.10%,30.27%,23.64%,59.62%,29.28%,12.21%,,28,8.51%,12.00%,-9.70%,100.38%,0.25,1.17,36.76%,82.54,75.61%,28.87%,63.43%,-13.38%,-33.07
1,FLMN,-5.74%,9-Mar,1,Basic Materials,299.09M,0.317789422,0.00210081,0.000252106,0.000824124,0.002994159,3-Hold ,BUY,,D,Falcon Minerals Corporation,Independent Oil & Gas,USA,8.76,2.75,"3,548,734",Today After Market EPS,-6.28%,17.76%,,50.00%,9.89,1.23,115.04,4.86,3.66,,,6.1,0.29,15.25%,Mar 09/a,94.80%,0.29,55.70%,21.10%,6.1,5.90%,12.50%,36.60%,302.28K,37.69M,3.25%,0.10%,-92.34%,70.90%,-1.95%,84.49M,4.05,-43.18%,-27.01%,-46.04%,-11.39%,-49.86%,-56.19%,2,22.68,6.08%,8.90%,-71.14%,-15.38%,0.27,,-18.64%,14.7,-35.36%,-57.62%,-50.06%,-4.51%,-5.74
2,FNV,-0.04%,9-Mar,1,Basic Materials,22.46B,0.111980371,0.000546205,0.063854132,0.062116094,0.037703968,2-Buy ,HOLD,,A,Franco-Nevada Corporation,Gold,Canada,111.6,112.09,"1,107,223",Today After Market EPS,7.67%,6.50%,-2.89%,14.90%,103.55,4.58,,,30.69,14.55,,,,0.84%,Mar 09/a,,,,,,,,,657.12K,187.09M,2.52%,1.83%,0.00%,79.96%,,188.58M,7.19,21.21%,6.44%,22.17%,10.77%,15.28%,57.91%,2.8,3.32,2.81%,4.49%,-8.61%,62.07%,3.58,,-2.88%,47.83,-3.07%,16.89%,1.70%,-3.08%,-0.04
0,GLRE,-8.64%,9-Mar,1,Financial,344.40M,-0.003724496,0.000803835,0.000610276,-0.001061574,-0.010020099,,HOLD,,C,"Greenlight Capital Re, Ltd.",Accident & Health Insurance,Cayman Islands,,8.34,"170,049",Today After Market EPS,10.00%,191.67%,-29.30%,-701.50%,5.1,0.65,29.19,,0.71,,-26.60%,,0.18,,Mar 09/a,,0.18,-12.50%,-11.20%,,-3.80%,-11.10%,-65.10%,260.76K,27.66M,5.08%,10.02%,0.00%,62.80%,-0.20%,38.61M,5.39,-10.17%,-6.30%,-11.60%,5.69%,-11.77%,-16.64%,3,1.27,4.51%,7.91%,-33.85%,3.80%,0.46,0.99,-7.29%,36.66,-8.72%,-14.23%,-12.67%,0.79%,-8.64
5,GPX,9.75%,9-Mar,1,Services,178.90M,0.096733277,0.171250303,0.235009447,0.105262184,0.036343117,3-Hold ,,,D,GP Strategies Corporation,Education & Training Services,USA,25.62,8.08,"21,811",Tomorrow Before Market EPS,15.00%,95.61%,-13.60%,-38.20%,8.3,0.8,23.23,18.25,0.32,1.71,3.40%,1.9,0,,Mar 10/b,15.00%,0.58,2.70%,1.10%,1.9,1.30%,3.20%,4.80%,36.41K,16.39M,1.13%,1.80%,0.00%,85.80%,-1.94%,19.34M,5.07,-30.14%,-36.34%,-29.23%,-16.82%,-30.08%,-37.67%,,1.18,5.74%,9.21%,-52.04%,-12.66%,0.78,1.09,-6.38%,24.01,-36.14%,-40.53%,-40.17%,-7.62%,9.75
5,HNRG,22.21%,9-Mar,1,Basic Materials,29.80M,0.086180713,0.003089076,0.004156792,-0.001069946,0.019166509,5-Strong Sell ,,,F,Hallador Energy Company,Nonmetallic Mineral Mining,USA,11.59,0.83,"53,515",Today After Market EPS,,320.00%,-20.40%,-47.90%,4.52,0.11,3.43,1.89,0.09,,13.80%,1.2,0.65,16.84%,Mar 09/a,22.00%,0.53,4.60%,0.70%,0.6,0.50%,1.00%,5.50%,128.41K,22.62M,2.70%,3.60%,3.33%,56.60%,-0.69%,31.37M,4.76,-75.26%,-50.00%,-69.26%,-26.36%,-68.01%,-81.48%,,0.81,10.91%,10.96%,-86.15%,-12.59%,0.14,0.09,0.00%,21.93,-34.20%,-77.36%,-57.22%,-12.59%,22.21
1,IMKTA,-4.40%,9-Mar,1,Services,786.37M,0.059686059,0.000755767,0.000199361,0.000199361,0.029304128,3-Hold ,,,B,"Ingles Markets, Incorporated",Grocery Stores,USA,10.22,38.82,"79,270",Tomorrow Before Market EPS,14.50%,9.30%,12.10%,35.80%,8.28,1.16,34.19,26.84,0.19,0.71,1.80%,2,1.25,1.70%,Mar 10/b,24.20%,1.22,3.50%,1.80%,0.5,4.10%,11.80%,8.40%,93.56K,14.15M,8.21%,0.20%,-23.62%,96.80%,-0.12%,20.21M,12.41,-2.43%,-9.00%,-10.70%,8.78%,-18.10%,30.35%,,1.64,4.68%,4.17%,-20.89%,52.05%,1.64,0.74,-4.16%,52.12,7.48%,1.56%,-5.79%,4.26%,-4.4
5,IMOS,7.08%,9-Mar,1,Technology,731.80M,-0.031090005,-0.010019682,0.004928321,0.005234376,0.001401799,,,,B,ChipMOS TECHNOLOGIES INC.,Semiconductor Equipment & Materials,Taiwan,8.51,19.91,"10,015",Tomorrow Before Market EPS,10.00%,,-13.90%,-7.90%,,1.14,4.56,43.05,1.11,0.85,-0.90%,2.5,0.53,3.80%,Mar 10/b,19.20%,0.49,11.90%,13.00%,2.1,7.60%,13.90%,5.10%,11.77K,27.67M,0.02%,49.59%,0.00%,8.70%,4.36%,36.59M,0.45,-3.10%,1.27%,-12.82%,3.90%,-11.54%,18.62%,,1.64,1.37%,1.53%,-19.81%,43.03%,0.46,0.79,5.05%,44.14,-0.77%,0.52%,-5.83%,-5.23%,7.08
1,IMXI,-5.12%,9-Mar,1,Services,377.40M,0.232074575,0.00305085,0.00176802,0.05964361,0.032063495,1-Strong Buy ,BUY,,C,"International Money Express, Inc.",Business Services,USA,18.86,9.2,"124,546",Today After Market EPS,0.55%,49.43%,,285.70%,12.5,7.47,4.01,9.23,1.21,34.3,,1.6,1.93,,Mar 09/a,,1.8,10.80%,6.10%,1.6,7.40%,41.10%,6.90%,239.71K,20.88M,10.26%,2.90%,-27.41%,61.90%,12.02%,38.55M,8.94,-31.06%,-13.90%,-24.49%,3.93%,-18.69%,-9.94%,2.4,1.16,4.22%,4.56%,-43.66%,-0.55%,0.49,,-9.60%,28.57,-13.56%,-31.45%,-19.63%,2.49%,-5.12
0,KOPN,-13.96%,9-Mar,1,Technology,28.90M,0.040810899,0.001746953,-0.4266924,-0.138818655,-0.123680394,3-Hold ,STRONG BUY,,F,Kopin Corporation,Semiconductor - Broad Line,USA,,0.34,"274,854",Tomorrow Before Market EPS,20.00%,48.10%,-3.40%,27.00%,,0.84,1.11,,1.01,,1.30%,3,0,,Mar 10/b,28.40%,0,,,2.7,-55.80%,-75.50%,-83.50%,430.08K,69.77M,5.93%,7.70%,0.00%,24.90%,-13.07%,78.11M,9.61,-59.75%,-8.87%,-19.93%,17.09%,-7.75%,-76.87%,1,1.24,11.00%,16.00%,-81.10%,25.05%,0.04,1.26,0.00%,40.02,-11.94%,-55.12%,-20.49%,-10.81%,-13.96
1,MMX,-3.43%,9-Mar,1,Basic Materials,503.10M,0.168960841,0.004649405,0.004830749,0.006437531,0.00696824,3-Hold ,,,C,Maverix Metals Inc.,Industrial Metals & Minerals,Canada,,4.02,"86,330",Tomorrow Before Market EPS,,,,,,,,,,,,,,0.95%,Mar 10/b,,,,,,,,,96.89K,33.95M,0.12%,61.68%,0.00%,18.52%,,119.50M,0.4,-13.55%,-13.91%,-3.00%,3.69%,-17.27%,18.93%,,1.72,5.84%,8.70%,-29.72%,14.86%,0.27,,-0.24%,29.98,-13.25%,-11.34%,-17.90%,-4.28%,-3.43
2,MTN,-1.93%,9-Mar,1,Services,7.87B,-0.042443231,0.000263926,0.018626221,0.039806633,0.04409467,3-Hold ,BUY,,C,"Vail Resorts, Inc.",Resorts & Casinos,USA,27.01,185.41,"372,854",Today After Market EPS,9.20%,7.16%,56.90%,-4.50%,22.87,6.09,57.75,39.83,3.39,2.94,12.60%,0.4,1.59,3.58%,Mar 09/a,42.30%,1.54,20.20%,13.00%,0.3,6.70%,20.40%,13.00%,355.05K,39.71M,3.26%,1.20%,-3.40%,99.82%,2.56%,40.04M,3.64,-16.63%,-17.97%,-16.70%,-7.54%,-18.03%,-2.88%,2.2,2.07,3.39%,5.20%,-27.51%,-1.26%,7.86,0.82,-7.42%,16.62,-19.20%,-21.25%,-22.21%,1.72%,-1.93
2,NEW,-1.60%,9-Mar,1,Services,747.09M,0.576714664,0.000903302,0.000692692,0.000637101,0.000727547,,STRONG BUY,,B,Puxin Limited,Education & Training Services,China,,7.21,"304,227",Tomorrow Before Market EPS,,174.43%,,47.50%,0.92,18.93,20.19,,1.87,,,0.3,3.46,,Mar 10/b,47.10%,0.33,-12.90%,-18.70%,0.3,-12.60%,-156.50%,-31.70%,243.75K,21.26M,1.55%,0.29%,0.00%,9.70%,3.21%,91.78M,1.36,6.96%,2.52%,-12.57%,6.68%,-0.73%,31.08%,1,2.45,5.25%,7.49%,-49.43%,33.96%,0.5,,-3.93%,39.46,-9.90%,-9.90%,-16.35%,-9.21%,-1.6
2,NNDM,-2.78%,9-Mar,1,Technology,8.36M,0.068400345,,0.002089057,0.019533935,0.019665473,,STRONG BUY,,F,Nano Dimension Ltd.,Computer Peripherals,Israel,,1.1,"88,820",Tomorrow Before Market EPS,,,,,,0.5,,,1.23,,,,,,Mar 10/b,,,,,,,,,62.45K,3.57M,0.99%,,,8.09%,,6.58M,0.57,-57.95%,-15.33%,-52.16%,-4.51%,-49.80%,-84.51%,1,2.75,8.31%,10.31%,-87.50%,-4.35%,0.13,,-11.02%,22.73,-15.96%,-65.71%,-42.91%,-2.65%,-2.78
5,NOVN,23.37%,9-Mar,1,Healthcare,16.21M,0.242009817,0.001014682,0.011599535,0.005564861,-0.065248043,3-Hold ,BUY,,B,"Novan, Inc.",Biotechnology,USA,,0.41,"8,285,329",Tomorrow Before Market EPS,,48.10%,-5.90%,-137.60%,,,1.18,,3.31,,112.90%,1.2,,,Mar 10/b,,,,,1.2,-90.70%,165.70%,128.90%,2.42M,37.13M,0.50%,18.72%,0.00%,3.30%,5.04%,42.97M,0.08,-84.91%,-26.60%,-82.21%,71.53%,-88.06%,-65.30%,2.5,6.62,19.80%,43.75%,-88.83%,93.22%,0.08,3.04,6.04%,45.82,-4.34%,-79.92%,-52.24%,3.85%,23.37
0,NSPR,-18.26%,9-Mar,1,Healthcare,3.50M,0.108649978,0.021410354,0.089996354,0.089996354,0.118469718,3-Hold ,,,D,"InspireMD, Inc.",Medical Appliances & Equipment,Israel,,0.9,"43,731",Tomorrow Before Market EPS,,101.80%,,,9.47,0.2,0.49,,1,,3.00%,4.1,0,,Mar 10/b,20.50%,0,,,3.6,-90.10%,-139.80%,-86.50%,235.47K,3.33M,4.52%,64.70%,0.00%,12.70%,-34.73%,3.70M,0.64,-60.72%,-12.36%,5.19%,6.17%,-12.35%,-87.49%,,0.36,8.63%,9.54%,-89.74%,16.88%,0.11,2.08,-1.75%,37.14,-17.92%,-54.97%,-20.90%,-6.99%,-18.26
2,ORGO,-1.62%,9-Mar,1,Healthcare,380.69M,0.020290598,0.000883272,0.002616747,-0.207205616,-0.117106412,3-Hold ,STRONG BUY,,D,Organogenesis Holdings Inc.,Drugs - Generic,USA,,3.15,"18,866",Today After Market EPS,,8.20%,,-96.80%,,25.07,16.55,,1,,,1.4,7.88,,Mar 09/a,85.40%,7.66,,,1.1,,,-50.60%,77.00K,19.29M,0.39%,0.50%,,28.00%,42.32%,108.46M,0.99,-24.35%,-25.32%,-27.18%,-10.46%,-27.03%,-52.89%,1.2,0.48,7.20%,9.64%,-77.97%,-10.00%,0.31,,-0.28%,25.73,-28.18%,-45.83%,-32.32%,-10.00%,-1.62
0,PRPL,-13.37%,9-Mar,1,Consumer Goods,692.52M,-0.028487472,0.000497524,0.010322706,0.044457631,0.010885217,3-Hold ,STRONG BUY,,A,"Purple Innovation, Inc.",Home Furnishings & Fixtures,USA,,11.77,"323,042",Today After Market EPS,46.75%,1189.47%,,200.00%,26.06,70.94,22.13,47.76,1.81,,,1.4,21.63,,Mar 09/a,40.90%,21.56,0.50%,-0.20%,0.9,-0.90%,-71.80%,,391.29K,9.56M,15.32%,9.10%,-85.71%,,12.35%,54.23M,3.75,54.41%,-4.13%,63.93%,-5.96%,46.61%,124.04%,1.4,1.62,6.80%,7.30%,-25.94%,181.43%,0.95,-0.45,-6.97%,37.06,-16.38%,38.59%,-2.66%,-0.51%,-13.37
5,PRTS,7.23%,9-Mar,1,Consumer Goods,88.79M,0.086180713,,0.000870753,0.000617788,0.000500621,,BUY,,B,"U.S. Auto Parts Network, Inc.",Auto Parts,USA,,2.28,"292,995",Today After Market EPS,15.00%,62.50%,21.50%,-115.70%,,2.43,80.72,,0.31,,2.60%,1.1,0.31,,Mar 09/a,27.50%,0.27,-4.50%,-4.30%,0.2,-11.60%,-33.00%,-6.80%,135.52K,24.63M,1.15%,1.10%,130.28%,42.10%,3.10%,36.54M,2.09,59.87%,-4.33%,13.02%,2.97%,10.45%,131.43%,1.7,4.18,8.10%,7.69%,-22.44%,151.09%,0.2,1.26,-4.94%,37.48,-10.05%,29.41%,-9.43%,0.00%,7.23
2,PSN,-1.73%,9-Mar,1,Industrial Goods,3.74B,0.289497593,0.011865394,0.185884467,0.046765216,0.012517614,3-Hold ,BUY,,,Parsons Corporation,Diversified Machinery,USA,31.46,35.37,"116,918",Tomorrow Before Market EPS,,-2.34%,,128.40%,27.93,2.37,27.93,14.3,0.97,,,1.3,0.16,,Mar 10/b,21.00%,0.16,2.40%,3.00%,1.3,,,19.40%,236.98K,99.22M,0.71%,98.55%,0.00%,99.70%,-0.57%,100.30M,2.95,5.73%,-12.12%,-6.96%,-4.63%,-9.69%,,2.5,0.96,3.51%,4.55%,-22.29%,21.53%,1.54,,-8.56%,24.08,-15.02%,-5.51%,-16.12%,3.49%,-1.73
4,QTRX,3.91%,9-Mar,1,Healthcare,612.01M,0.079834984,,0.018179156,0.010112148,-0.09942457,3-Hold ,,,C,Quanterix Corporation,Biotechnology,USA,,19.71,"74,343",Today After Market EPS,,4.60%,,82.70%,,4.16,,,11.84,,,7.6,0.06,,Mar 09/a,48.70%,0.06,-76.60%,-75.80%,7,-37.50%,-54.70%,-64.80%,123.13K,25.38M,4.95%,9.30%,-5.35%,86.90%,4.05%,28.76M,10.2,-14.85%,-23.65%,-13.53%,-6.71%,-9.94%,-10.66%,,1.18,5.46%,7.69%,-45.53%,3.20%,1.39,,-6.44%,27.07,-23.98%,-24.11%,-21.77%,-1.10%,3.91
